项目名称,相关介绍,历史渊源,传承人物,status
南京白局,,,,Failed
南平南词,,,,Failed
南昌清音,,,,Failed
南曲,,,,Failed
三弦书（南阳三弦书）,"三弦书又称铰子书、腿板书，是形成于南阳的一种较为古老的说唱艺术，已有250多年历史，因用三弦、铰子（小铜钹）为主要伴奏乐器而得名。为本地四大曲种之一。

2008年入选第二批国家级非物质文化遗产名录。",初为一人一台戏，怀抱三弦，腿束节子（脚板）自弹自唱。其后，随着观众审美要求的提高和自然的发展，逐渐演变为演唱者手击铰子或八角鼓既唱又表，另有三弦和坠胡专门伴奏并在演唱中帮腔、插话而成为二三人一台戏，使这一说唱艺术得以更快的发展，更广泛的流传。三弦书的唱腔朴实无华，形式活泼，具有浓郁的乡土气息，深受人民群众的喜爱，是一种典型的说唱艺术，曾一度统治了南阳曲坛，一百多年传演不衰。现存曲目共有400多篇，包括段子200多个，书帽100多个和中长篇大书36部，其文学和音乐的艺术水平都很高。,,Success
南音说唱,,,,Failed
古尔鲁,"古尔鲁，道歌说唱，敦煌文献中就有布德贡杰时期的古尔鲁，证明当时在藏族社会中流行有""古尔鲁""这种说唱艺术。

2021年5月24日，西藏自治区拉萨市申报的古尔鲁经国务院批准列入第五批国家级非物质文化遗产代表性项目名录。","古尔鲁，道歌说唱，敦煌文献中就有布德贡杰时期的古尔鲁，证明当时在藏族社会中流行有""古尔鲁""这种说唱艺术。后来佛教传入西藏后，佛教徒们利用""古尔鲁""来宣传佛教教义，致使民间的这一说唱艺术染上了宗教色彩，特别是自从噶举派的喇嘛玛尔巴、米拉日巴等以来，在噶举派的师徒中古尔鲁广为流传。",,Success
含岔曲,,,,Failed
哈萨克族铁尔麦,,,,Failed
哈萨克族阿依特斯,"哈萨克族阿依特斯，是哈萨克族聚居区的曲艺种类之一，是反映哈萨克人民社会生活的“一面镜子”和“百科全书”，堪称哈萨克民族的艺术瑰宝。

哈萨克族阿依特斯是一种竞技式的对唱表演形式，在哈萨克谚语、格言、诗歌和其他文艺作品中撷取精华，而后配上曲调进行演唱。表现哈萨克民族的历史、文化和感情，灵活多样的表演，寓教于乐的艺术，从唱词到音乐都充满浓郁的哈萨克口头文学和音乐文化特点。最具代表性的流传剧目有《艾赛提与额尔斯红江对唱》《比尔江与萨拉对唱》等。

哈萨克族阿依特斯主要流行于甘肃省阿克塞哈萨克族自治县、伊犁、塔城、阿勒泰等地区。2006年5月20日，新疆维吾尔自治区伊犁哈萨克自治州申报的“哈萨克族阿依特斯”经国务院批准列入第一批国家级非物质文化遗产名录，项目编号Ⅴ-45。","哈萨克族阿依特斯文化历史悠久。可以追溯到哈萨克族族源乌孙、康居时代。作为属于现今哈萨克大帐部落的“乌孙”之名，在《史记·匈奴列传》中第一次出现，是在叙及汉文帝前元四年（公元前176年）匈奴单于给汉廷送来的一封信中。此后，“乌孙”之名屡见于《史记》、《汉书》中，是与汉室和乌孙汗国几度联姻密切相关。而《汉书·西域传》载：“元康二年（公元前64年），乌孙昆弥因惠上书：‘愿以汉外孙元贵靡为嗣，得令复尚汉公主，结婚重亲，畔绝匈奴，愿聘马骡各千匹。’”汉廷遂以乌孙解忧公主弟子相夫为公主，“置官属侍御百余人，舍上林中，学乌孙语。”显然，在长安城内能为远嫁乌孙的公主官属侍御派专人教授乌孙语，“足证当时的乌孙语言已相当发达。”伯恩施坦姆认为“在公元前后，一种与突厥语相近的语言便广泛流行于乌孙和康居游牧民中间”《汉书·张骞传》云：“大宛……遣骞，为发道译，抵康居。康居传致大月氏。”“乌孙发道译送骞，与乌孙使数十人，马数十匹。”张骞一路风尘仆仆，又被乌孙派出翻译和数十位使者，带着数十匹马向长安而来。由此可以断定，早在此前，乌孙、康居的语言已是能与汉语对译的成熟语言。《史记·司马相如列传》就曾忠实记载：“康居西域，重译请朝，稽首来享。”那么，在当时乌孙、康居语言出现诗歌和韵文体的阿依特斯便在情理之中。而在乌孙汗国时期，在迎来细君公主和解忧公主那样盛大的庆典上，不会没有阿依特斯阿肯对唱来增添喜庆气氛。而阿依特斯文化的这一特性，保持并绵延至今。 

哈萨克族阿依特斯的真正开展和繁荣是在党的十一届三中全会以后，尤其是在20世纪80年代，阿肯阿依特斯作为民间文化和传统艺术得到全面普及。阿依特斯已经逐步纳人了政府主办的轨道。从新疆维吾尔自治区人民政府到伊犁哈萨克自治州人民政府、及至相关市县人民政府，都在举办各级阿依特斯对唱竞赛。这一点，为不断推出阿依特斯新秀年轻阿肯创造了新的机遇，也与哈萨克人民的精神文化生活更加紧密相连。培育阿肯和阿依特斯教育已成功引人高等学府教育序列，成批接受了现代学院教育的阿肯新人已崭露头角，为阿依特斯文化科学传承和发展奠定了坚实的基础。 

21世纪高度发达的信息时代，期刊、报纸、图书、音像、广播、电视、网络、手机等媒介，为阿依特斯文化的传播提供了更便捷传播方式。","布比玛丽·贾合甫拜，女，1934年生，哈萨克族民间阿依特斯阿肯，出生于新疆察布查尔县金泉镇。1980年至1990年多次在阿肯弹唱会上获一、二等奖。她创作的铁尔麦、托勒傲、约令等36首弹唱诗于1986年在伊犁人民出版社出版的《哈萨克民间诗集》上刊登。自此《祝贺你30年》《我们的今天》《金泉》等50余首各类题材的短诗以及《送礼》、《乌孙山》等长诗（克萨）在20世纪80至90年代先后刊登在《伊犁河》、《曙光》、《伊犁日报》等报刊杂志上。布比玛丽对唱的曲目有：《布比玛丽与卡凡的对唱》、《布比玛丽与别尔得汗的对唱》《布比玛丽与居马汗的对唱》，叙事长诗克萨等114件，均已整理成册。2009年6月11日，布比玛丽·贾合甫拜入选为第三批国家级非物质文化遗产代表性项目代表性传承人。 

加玛勒汗·哈拉巴特，女，哈萨克族，1940年5月5日生，哈萨克族民间阿依特斯阿肯。2017年12月31日，加玛勒汗·哈拉巴特入选为第四批国家级非物质文化遗产代表性项目代表性传承人。 

哈斯木汗·瓦特汗，男，哈萨克族，1945年生，萨克族阿依特斯阿肯，新疆伊犁人。他从1961年开始创作诗歌，巳出版《贡献》《白河》《心中的秘密》等诗歌集。1981年至1996年多次在阿肯弹唱会中获一等奖。他创作的铁尔麦歌词《纳吾热孜之歌》，在1984年伊犁地区阿肯弹唱会观摩演出评比中获得优秀歌词奖。2018年5月，哈斯木汗·瓦特汗入选为第五批国家级非物质文化遗产代表性项目代表性传承人。  

沃斯尔汉·加尼木汉，男，哈萨克族，1967年生，父亲加尼木汉是20世纪五六十年代阿克塞草原上有名的阿肯艺人，2018年5月，沃斯尔汉·加尼木汉入选为第五批国家级非物质文化遗产代表性项目代表性传承人。",Success
唱新闻,,,,Failed
嘎百福,"嘎别福，又称“嘎百福”或“嘎福歌”。苗族民间说唱文学的一种。

2021年5月24日，贵州省黔东南苗族侗族自治州申报的嘎别福经国务院批准列入第五批国家级非物质文化遗产代表性项目名录。","又称“嘎百福”或“嘎福歌”。苗族民间说唱文学的一种。流行于贵州黔东南苗族地区。特点是韵散结合。散文部分讲述故事,韵文部分五言押调。韵文不限句数,根据内容,可多可少。句首为起兴,语音固定,一般为“嗬嗬依呵,嗬嗬依呵”,无实际意义。第二句前三个音节语音固定为“商侯哩”或“迭依哩”,然后紧接正式歌词。唱完一层意思后,起句的前三个音节也必须加入“商侯哩”或“迭依哩”。甲唱完,乙如回答,需要重复甲所唱的歌词,再加入自己所要唱的内容。一般多为对现实生活中不良倾向的批评,短小精悍,讽刺色彩较浓。",,Success
四川扬琴,,,,Failed
四川清音,"四川清音原名“唱小曲”“唱小调”。因演唱时多用月琴或琵琶伴奏，又叫“唱月琴”“唱琵琶”。是流行于重庆、四川的曲艺音乐品种之一。

四川清音，来源于明清时期的俗曲及四川民歌，包含了山西、陕西、甘肃、河南、河北、浙江等地区的传统民间小调曲目。主要流传于四川自贡、宜宾、泸州、成都和重庆一带的城市及中小乡镇的商业地区。四川清音用四川方言演唱。曲调丰富，唱腔优美，有八个大调、一百余支小调，唱段两百多支。四川清音的伴奏乐器为琵琶、竹鼓、檀板等。早期表演时由女演员一人坐着独唱，右手击竹鼓，左手击檀板，自击自唱。代表作品有《昭君出塞》、《尼姑下山》等。

2008年6月7日，四川省成都艺术剧院申报的“四川清音”经国务院批准列入第二批国家级非物质文化遗产名录。 遗产编号：Ⅴ-77。2019年11月，《国家级非物质文化遗产代表性项目保护单位名单》公布，成都市非物质文化遗产保护中心（成都市非物质文化遗产艺术研究院）、重庆市曲艺团有限责任公司获得四川清音项目保护单位资格。","四川清音的起源尚难弄明，但是从它的演出形式、曲牌及其结构形式等方面看来，可以知道以下几点有关它源流上的情况：

1、“四川清音”是一种有着悠久历史传统的民间曲艺，因为中国从北宋时起便有了这一类联曲体的曲艺形式，例如：始于北宋盛于南宋的“唱赚”（赚词）、始于北宋盛于金元的“诸宫调”等都是。所以，虽然不敢具体地说“四川清音”起于何时，但是像南宋吴自牧《梦梁录》里所说的：“社会有遏云社，女童清音社，豪家子弟绯绿清音社六其中那唱“诸宫调”和小曲的“清音”，或许是与此有着渊源关系的。

2、四川清音与“河南曲子”“单弦牌子曲”“湖南绁弦”以及“陕北眉鄠”等曲艺形式很相似，在某些方面几乎完全相同。它们的曲牌，也大多都是来自南北曲或明清小曲及其它的俗曲等。所以，以上各曲艺之间必然会有着尚未弄清的姊妹关系。

根据以上推测它的起源，可能也是承金、元所盛兴的“诸宫调”之余绪，逐渐吸收了明末清初流传在我国西南一带的各种俗曲，约从清代初兴起，又在其后不断地吸收和发展的过程中，而逐渐形成了一种大型的联曲体的曲艺形式。

3、四川清音的吸收源泉非常广阔，吸收的对象也是多方面的。例如在曲本和音乐上。历来曾吸收过许多地方戏曲（主要是川剧）、曲艺以及古今南北的各种民歌小曲等。四川清音在其流传过程中，由于受地方文化及风俗的影响，不仅演唱风格（曲调、语音等）发生了一些变异，连称谓也出现了一些变化。除一些省区仍称“清音”外，则出现了“调子”“小调”“曲子”、“小唱”以及按伴奏乐器而称“唱琵琶”“唱月琴”（或直呼为“琵琶”“月琴”），或按艺人组合形式而叫做“唱海湖""、“海湖班”等称谓。这些名称在它传人四川时统统带入，形成了四川曲艺曲种中唯“清音”有多种名称的现象。 

“清音”系承袭明代的“小唱”（亦称小曲、小调或时曲、时调），清初流行于北方各省，后清王朝统一全国而流向南方及西南各省。“

“清音”传入四川大约在清康熙年间（1662一1722年）。江南华亭（今上海市）人陆箕永于康熙五十一年（1712年）出任四川绵竹县令，在他的诗文中谈及此。曾作《绵州竹枝词》十八首记述当时当地的民情风俗。其第四首云：“窄袖宽衣挎褶长，绿云新样窈娘妆。筵前唱彻回波曲，乞取青蚨（钱的代称）作打厢。”词后有作者自注：“俗有唱婆子，多二八双鬟，于酒肆席间卖唱，任人调戏，盖土妓也。”注中所谓“唱婆子”即指唱“清音”或“小曲”艺人，因被禁而又流浪到其他地方，即“今尽他去”，这正是孙源湘《女清音》诗中所描写“张燕燕、李莺莺，历一处更一名。门前三日车马稀，一帆又向他州飞”的情形。

康熙年后，四川的经济得到进一步的恢复与发展，“清音”等民间艺术也得到了发展与繁荣，各地均出现“吹弹夜夜乱如麻”（清吴好山《成都竹枝词》）的局面。“清音”逐渐流行于四川各地的大小城镇，尤以成都、宜宾、泸州、重庆、江津、涪陵、万县等水陆码头为甚。如清人何锡蹯咏《泸州》云：“余甘渡下月笼纱，两岸人家水一涯。何异秦淮三五夜，荡舟处处听琵琶。”清六对山人的《锦城竹枝词百首》说得更明白，他说当时成都人“都爱廖儿《哭五更》”。这《哭五更》便是“四川清音”中传唱至今的一支曲牌曲词，“廖儿”即是指艺人廖贵。综上所述，说明两百多年前“清音”即在四川各地广为流传。 

受“五四”运动的影响，出现了反封建思想的曲目，如《妈妈好糊涂》《十想》《好丈夫》等。民国十九年（1930年），重庆、成都成立了“清音歌曲改进会”“清音职业下会”等行会组织。二十世纪二三十年代，四川清音出现了班社组织，有的以家庭为单位，有的是自由组合，3-8人不等。抗日战争时期，艺人编创了《五更叹国情》《上海大战》《送郎去当兵》等抗日题材的曲目。 

琵琶弹唱是四川清音的一种演出形式。传统清音的演唱，多用月琴伴奏，直至1962年，李月秋在一次演出中怀抱琵琶，自弹自唱了清音曲目《春天来到川西坝》效果很好，之后女演员们就都纷纷练起了琵琶。后来创作的琵琶弹唱曲演出效果都很好。从此，琵琶弹唱在曲艺团才成为一种固定的演出形式。琵琶弹唱音乐创作上也有自己的特点。其开始都使用四川清音曲牌，后受四川南坪民歌影响，大部分采用南坪调，但行腔上仍与清音相同。 

新中国成立后，四川清音演员们整理传统曲目，也编创了《兰绣花》《黄继光》《丁佑君》《布谷鸟儿咕咕叫》等新曲目。“文革”期间四川清音一度停止演出，直到1977年四川省报送的四川清音《江姐上华蓥》《布谷鸟儿咕咕叫》等作品获文化部批准恢复演出，四川清音又回到观众之中。",,Success
四川竹琴,,,,Failed
四川评书,,,,Failed
四明南词,"四明南词俗称“四明文书”、“宁波文书”，是浙江省地方传统曲艺之一。

四明南词是用宁波方言说唱的弹词，早期为按生、旦、净、末等分角色演唱，后发展为一人自弹三弦演唱，一人打扬琴伴奏，也有二三人加用琵琶、二胡等伴奏的。唱词为七字句，传统书目均为长篇，代表曲目有《珍珠塔》、《玉蜻蜓》、《双剪发》等三十余部。

2008年6月7日，浙江省宁波市申报的“四明南词”经国务院批准列入第二批国家级非物质文化遗产名录。","四明南词有实证可考的时间，约有300年。明末清初，有一批志同道合的文人，组织了类似票房形式的“诗词歌赋社”和“丝竹社”对南词曲调、节目进行研究。道光年间，南词十分繁荣，宁波城新街一带已有“崇德社”、“引凤轩”等组织，连同郊外、镇海、奉化一带从事南词演唱的艺人，总共约280多人。后渐趋下坡，至解放前夕，仅余二三十人。较有名者有滕云清、陈世卿、戴善宝、陈金恩、何贵章、柴炳章、陈莲卿等。镇海蛟川走书艺人汤鑫森与高礼刚之父也唱南词。所以蛟川走书中有不少渗融南词的曲调。著名甬剧艺人徐凤仙、金玉兰也曾学过南词。 

南词艺人组织的社，多在六月十一日、十一月十一日（农历）两天集会，厅堂中挂起伏羲、轩辕、文王、武王、周公、孔子、唐明皇、李白、李龟年九位神像，拈香供奉。他们对唐代乐师雷海青也十分崇拜。据传雷系盲人，在安史之乱中被安禄山所俘。雷手捧琵琶大骂安禄山，最后把琵琶砸向安禄山。南词艺人非常钦佩他的气节。 

1958年原宁波曲艺团曾建立四明南词演出队，后因“文革”而夭折。八十年代有著名老艺人作展览性演出。四明南词用宁波地方语言说唱，以唱为主，演唱者自奏自唱，唱词讲究平仄格律，曲调有“上中下韵”之分，“赋调”“词调”为基本曲调，其唱腔对甬剧和宁波走书有较大的影响。 

在十年“文革”浩劫中，四明南词跟其他曲艺一样遭遇了毁灭性的破坏，珍贵的资料、曲目剧本被烧毁了，市曲艺团也解散了，大多数南词艺人被迫改行。1979年，宁波重建曲艺团，四明南词再度迎来生机。1980年前后，励成龙、陈雪芸、陈祥源三人组合常常奔赴各地演出。“四明南词当时还是很受观众欢迎的，我们不但在宁波城乡演出，还到舟山、台州、黄岩等地演出，经常演出的书目有《何文秀》《血藻图》《武必松》等，几乎场场爆满，一票难求。”

然而，好景不长，随着电视节目和流行音乐的兴起，四明南词的观众不断流失。1982年，市曲艺团解散，许多艺人各奔东西。在以后的20多年岁月中，四明南词似乎再也没有机会正式在舞台上呈现了，这朵曲艺之花逐渐枯萎，宁波百姓曾经熟悉的一段段悠扬清雅的乡音唱腔，就这样随着岁月的流逝越飘越远，渐渐淡出人们的记忆。 

2000年曾由宁波市群众艺术馆组织经改革的开篇形式演出（为业余组合，演唱形式已改变）。",陈祥源，早年师从四明南词演员兼伴奏名家柴彬章、俞长寿。1964年进宁波市曲艺团演员兼伴奏员，传承谱系清晰。他擅长演出的传统书目有《珍珠塔》、《玉蜻蜓》、《雨雪亭》、《双珠凤》等。20世纪80年代，四明南词处于濒危状态，他却经常组织老艺人并参与演出，传艺带徒，为曲种留下〝根脉〞。他退休后，组织师兄妹在社区、学校等地开展演出活动，还积极培养新人。收集曲种史料甚丰，为《宁波传统曲艺作品精选·四明南词卷》执行主编、《四明南词音乐》编辑者之一。2018年5月，陈祥源入选为第五批国家级非物质文化遗产代表性项目代表性传承人。,Success
大本曲,,,,Failed
大调曲子,,,,Failed
天津时调,,,,Failed
天门渔鼓,,,,Failed
好来宝,,,,Failed
宁夏小曲,,,,Failed
宁波走书,,,,Failed
客家古文,,,,Failed
小热昏,"小热昏，又名“小锣书”，俗称“卖梨膏糖的”，是广泛流行于江浙沪一带的谐谑曲艺形式。

小热昏以说、唱结合，形式自由、简洁，常以单档或双档表演，表演者自操小锣、板等乐器伴奏。说唱内容以时事新闻和故事笑话为主，唱词通俗、诙谐，不时加以插科打诨，表演风趣、幽默，深受民众喜爱。代表曲目有《水果笑话》《清和桥》《火烧豆腐店》等。

2006年5月20日，浙江省杭州市申报的“小热昏”经国务院批准列入第一批国家级非物质文化遗产名录，项目编号Ⅴ-38。2011年5月23日，江苏省常州市申报的“小热昏”经国务院批准列入第三批国家级非物质文化遗产名录，项目编号Ⅴ-38。","小热昏是一种民间说唱艺术，是伴随着梨膏糖产业的兴起而产生的。梨膏糖产业经历了元、明、清三朝的数百年时间而不衰，清光绪初年，有人为了维持生计开始走街串巷叫卖梨膏糖，之后出现了在街口、码头、集市、村头、庙会、节日等人口密集地摆摊售卖梨膏糖的小贩。为了吸引路人的关注，聚集人气，卖糖人开始以己之长表演些小节目供人观赏，开始是讲笑话、说故事和新闻，之后不断改进、完善，加入当地的民歌、小调和戏曲音乐，说、唱结合进行表演，表演一段后趁机卖些糖块，然后再表演、再卖糖，直到卖完梨膏糖为止。后来，这种以说唱来卖梨膏糖的方式被广泛采用，其表演形式经过不断加工、提炼，演变为成熟的曲艺艺术。

小热昏始于清末民初，“热昏”在吴方言中的意思是“因高烧发热、头脑发昏而胡言乱语”，有贬义。最初，“小热昏”艺人说唱的内容大多揭露社会时弊，嘲讽当局的阴暗面，有时也有表演者随意杜撰的内容和情节，以增加趣味性。为了逃避当局的问责和迫害，卖糖人便称自己是“热昏”了，别把说唱的内容当真。杭州卖糖艺人杜宝林自取艺名“小热昏”，由于杜宝林说唱技艺出众，表演逼真、生动，在杭州、上海两地演艺界有着极高声望，弟子遍及江浙沪地区。于是，各地的卖糖人均称自己表演的是“小热昏”，久而久之，“小热昏”便成了这种艺术形式的称谓，并一直沿用至今。

20世纪初至20年代期间，小热昏先后传入上海、苏南和浙北广大地区，经与各地民间艺术的融合和艺人的传承、发展与创新，形成了苏派、浙派和海派“小热昏”支系。由于所处的人文环境存在差异，各派“小热昏”出现了不同的嬗变轨迹。苏派“小热昏”保持了“小热昏”的传统与古朴，浙派“小热昏”在发展中不断创新、与时代同步，海派“小热昏”被姊妹艺术借鉴和吸收，逐步演化成独角戏、滑稽戏和清口艺术。",,Success
屯留道情,,,,Failed
山东大鼓,,,,Failed
山东快书,"山东快书，又名“竹板快书”，是起源于山东省地方传统曲艺形式，也是华北、东北的主要曲种之一。

山东快书以说唱为主，语言节奏性强，不受场地限制，可随时演出，迅速地反映现实生活，具有独特的艺术效果。最具代表性的传统曲目有《景阳岗》《东岳庙》等。

山东快书最早流行于山东、华北、东北各地，解放后发展遍及中国。2006年5月20日，山东省申报的“山东快书”经国务院批准列入第一批国家级非物质文化遗产名录，项目编号Ⅴ—39。","山东快书发源于山东省临清、济宁、兖州一带，已有百年以上的历史。关于山东快书的起源。历来有三种传说，即刘茂基说、赵大桅说和傅汉章说。 

刘茂基说

相传为明代万历（1573—1619）人，为落魄武举，他结合《水浒传》，将临清流传的武松故事编成唱词，坦露臂膀，用当地方言打着节拍，敲着瓦片，赶集赶会演唱，乡土气息非常浓厚。但刘茂基武功基础非常好，相传其在演唱过程之中经常拉架子表演，受到观众喜欢。 

赵大桅说

赵大桅相传为清朝咸丰（1857-1861）人，祖籍山东济宁，同样生活落魄，为生活所迫，只能卖艺为生。偶然机会在庙会上面听到山东打鼓“撺钢腔”之后，将武松故事自编自唱，逐渐形成“武老二”的民间演唱方式。赵大桅在刚开始表演之时，采用山东大鼓的梨花片，后来演绎为鸳鸯板。 

傅汉章说

清道光六年，有落第举子36人（有的说十余人），归途雨阻临清，为发泄胸中愤懑不平，以民间广为流传的梁山好汉武松故事为依据，编成《武松传》说唱，傅汉章在关帝庙前，以竹板节念唱。傅得《武松传》潜心研究，加以充实发展。 

其他说法

据考证，山东快书发源于临清、济宁一带，艺人有种说法：山东快书是从“河里”来的，即横贯南北的古运河码头。当年临清一带说唱艺术颇为兴盛，且临清、济宁一带正是梁山好汉龙腾虎跃之地，武松的英雄故事在当时广为流传。于是以《武松传》起家的山东快书应运而生。 

清道光六年（1826），一些落第举子在临清，编成数回武松故事的唱词，由茌平李长清带回，交其表侄傅汉章。傅借用梨花片伴奏，在老牛大捽缰调基础上创造出特有的韵诵体唱法，于道光十九年（1839），首演于曲阜林门会，以其形式新颖受到欢迎，曾被召进孔府演唱。清末民初，山东快书艺人队伍扩大，主体书目《武松传》等渐趋完善。20世纪初，出现了荤口表演，对其发展产生过不利影响。三十年代，高元钧、杨立德、傅永昌倡导摈弃“荤口”，增强了曲种活力，扩大了观众面，使其得以在本省及京津、南京、上海等城市流传。四十年代，在山东各地抗日根据地里，山东快书得到新生。出现了所谓“革命武老二”演出。这些作品以饱满的战斗激情，清新的艺术风貌，为根据地广大军民喜闻乐见。建国后，山东快书发扬宣传战斗传统，涌现出许多曲目，如《一车高粱米》《三只鸡》《抓俘虏》《侦察兵》等。同时，出现了一批专业和业余山东快书作者。形成了三大流派，以高元钧为代表的“高派”，以杨立德为代表的“杨派”，还有独创四页板伴奏的于传宾的“于派”。 

山东快书起初流传在农村，后来随着社会的发展变化，渐渐进入城市，从地域角度形成山东省内和省外两支。省内为烟台、青岛等地山东快书艺人众多，实力雄厚，活跃在广大农村集镇。另一支沿长江向东南发展，武汉、徐州、蚌埠、南京、上海等地。山东快书早期因主要演唱武松故事，故称唱“武老二” 的。1949年，高元钧在上海录制唱片时，才正式定名为“山东快书”。  

20世纪50年代初期，山东快书开始向全国发展，高元钧主持连续举办山东快书培训班，主要由军队选送人员参加学习。学员分布之广，遍及大江南北，长城内外，于是山东快书在全国范围得以迅速普及。同样，山东快书在台湾也得到了长足发展。","孙镇业，男，汉族，1944年生，2010年去世，山东安丘人，一级演员。2008年，被评定为第二批国家级非物质文化遗产代表性项目代表性传承人。 

高景佐，出生于1933年，山东省莱州市人，中国曲艺家协会会员，一级演员，青岛市劳动模范，享受国务院特殊津贴。2012年12月20日，被评定为第四批国家级非物质文化遗产代表性项目代表性传承人。 

高洪胜，男，汉族，2018年5月，被评定为第五批国家级非物质文化遗产代表性项目代表性传承人。",Success
山东琴书,,,,Failed
山东花鼓,,,,Failed
山东落子,"山东落子是一种流传于山东省境内的传统戏曲艺术形式，它演变自古代的“莲花落”。落子乐器主要是大钹（俗曰光光）、竹板、节子，而不用弦乐。

2008年6月7日，山东省单县申报的“山东落子”经国务院批准列入第二批国家级非物质文化遗产名录。2014年12月3日，山东省金乡县申报的“山东落子”经国务院批准列入第四批国家级非物质文化遗产名录扩展项目名录。

遗产序号：778  Ⅴ-85。

国家级非物质文化遗产代表性项目代表性传承人：张青敏","山东落子亦名“莲花落”、“莲花乐”，俗称“光光书”。因原曲衬词“落莲花，莲花落”而得名。翟灏《通俗编》引宋代僧人普济《五灯会元》云：“俞道婆常随众参琅琊，一日闻丐者唱莲花落，大悟”。可见早年本为僧家警世歌曲。山东落子于北宋时期就已在当地民间流传，元明流行甚广。

山东落子也称“莲花落”、“莲花乐”，以其早期曲调衬词而得名，简称“落子”。初为僧家募化所唱警世歌曲，宋代已在山东流行。艺人推算仅能上溯十几代，约至清中叶。流行于山东地域的落子，统称“山东落子”。因其主要伴奏乐器为大钹、竹板，也叫“咣咣书”，或“荷叶吊板”。以其流行地域方言、曲调的不同，形成了三种“口”：一为“南口”，流行于鲁中南、鲁西南，风格最为粗犷。60年前所唱老口，节奏缓慢多花腔讲究迂回曲折，大起大落。",,Success
布依族八音坐唱,,,,Failed
